"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"1945126","2012","FL","Florida","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.9","","","15.6","18.2","1352","Overall","Overall","ADDEPEV2","12","12","","","","","",""
"1946728","2012","GA","Georgia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.7","","","15.4","18.0","1080","Overall","Overall","ADDEPEV2","13","13","","","","","",""
"1950029","2012","HI","Hawaii","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","11.5","","","10.4","12.6","986","Overall","Overall","ADDEPEV2","14","14","","","","","",""
"1953303","2012","ID","Idaho","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.9","","","18.1","21.8","1173","Overall","Overall","ADDEPEV2","15","15","","","","","",""
"1955508","2012","IL","Illinois","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","15.0","","","13.7","16.4","863","Overall","Overall","ADDEPEV2","16","16","","","","","",""
"1958956","2012","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.5","","","18.4","20.6","1705","Overall","Overall","ADDEPEV2","17","17","","","","","",""
"1960775","2012","IA","Iowa","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","17.0","","","15.9","18.1","1177","Overall","Overall","ADDEPEV2","18","18","","","","","",""
"1964269","2012","KS","Kansas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.5","","","15.6","17.4","1934","Overall","Overall","ADDEPEV2","19","19","","","","","",""
"1967101","2012","KY","Kentucky","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","23.5","","","22.2","24.7","2615","Overall","Overall","ADDEPEV2","20","20","","","","","",""
"1969551","2012","LA","Louisiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","17.2","","","15.9","18.4","1589","Overall","Overall","ADDEPEV2","21","21","","","","","",""
"1972971","2012","ME","Maine","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","22.7","","","21.7","23.8","2205","Overall","Overall","ADDEPEV2","22","22","","","","","",""
"1975462","2012","MD","Maryland","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","14.2","","","13.2","15.1","2089","Overall","Overall","ADDEPEV2","23","23","","","","","",""
"1978161","2012","MA","Massachusetts","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.9","","","18.1","19.7","4444","Overall","Overall","ADDEPEV2","24","24","","","","","",""
"1980728","2012","MI","Michigan","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.6","","","19.5","21.7","2093","Overall","Overall","ADDEPEV2","25","25","","","","","",""
"1983932","2012","MN","Minnesota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","17.1","","","16.2","17.9","2265","Overall","Overall","ADDEPEV2","26","26","","","","","",""
"1987217","2012","MS","Mississippi","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.4","","","17.2","19.7","1445","Overall","Overall","ADDEPEV2","27","27","","","","","",""
"1989711","2012","MO","Missouri","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.1","","","18.7","21.4","1399","Overall","Overall","ADDEPEV2","28","28","","","","","",""
"1992342","2012","MT","Montana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.0","","","18.9","21.1","1713","Overall","Overall","ADDEPEV2","29","29","","","","","",""
"1995291","2012","NE","Nebraska","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.8","","","16.0","17.5","3099","Overall","Overall","ADDEPEV2","30","30","","","","","",""
"1998217","2012","NV","Nevada","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.3","","","14.8","17.7","851","Overall","Overall","ADDEPEV2","31","31","","","","","",""
"2000911","2012","NH","New Hampshire","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.7","","","18.3","21.0","1485","Overall","Overall","ADDEPEV2","32","32","","","","","",""
"2003812","2012","NJ","New Jersey","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","13.0","","","12.3","13.8","2311","Overall","Overall","ADDEPEV2","33","33","","","","","",""
"2006205","2012","NM","New Mexico","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.9","","","18.8","20.9","1819","Overall","Overall","ADDEPEV2","34","34","","","","","",""
"2009118","2012","NY","New York","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","14.8","","","13.5","16.0","960","Overall","Overall","ADDEPEV2","35","35","","","","","",""
"2011650","2012","NC","North Carolina","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","17.6","","","16.7","18.5","2212","Overall","Overall","ADDEPEV2","36","36","","","","","",""
"2015022","2012","ND","North Dakota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","15.0","","","13.6","16.4","709","Overall","Overall","ADDEPEV2","37","37","","","","","",""
"2018197","2012","OH","Ohio","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.9","","","18.0","19.9","2587","Overall","Overall","ADDEPEV2","38","38","","","","","",""
"2019789","2012","OK","Oklahoma","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","21.9","","","20.7","23.1","1802","Overall","Overall","ADDEPEV2","39","39","","","","","",""
"2022696","2012","OR","Oregon","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","23.4","","","21.8","24.9","1275","Overall","Overall","ADDEPEV2","40","40","","","","","",""
"2026101","2012","PA","Pennsylvania","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.0","","","17.2","18.9","3522","Overall","Overall","ADDEPEV2","41","41","","","","","",""
"2028886","2012","RI","Rhode Island","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.3","","","18.9","21.8","1187","Overall","Overall","ADDEPEV2","42","42","","","","","",""
"2031555","2012","SC","South Carolina","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.0","","","17.0","19.0","2338","Overall","Overall","ADDEPEV2","43","43","","","","","",""
"2034681","2012","SD","South Dakota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","15.3","","","14.1","16.5","1215","Overall","Overall","ADDEPEV2","44","44","","","","","",""
"2037199","2012","TN","Tennessee","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.2","","","18.9","21.5","1489","Overall","Overall","ADDEPEV2","45","45","","","","","",""
"2040242","2012","TX","Texas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","15.5","","","14.5","16.5","1560","Overall","Overall","ADDEPEV2","46","46","","","","","",""
"2042797","2012","UT","Utah","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","21.0","","","20.0","21.9","2560","Overall","Overall","ADDEPEV2","47","47","","","","","",""
"2046054","2012","VT","Vermont","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","21.9","","","20.5","23.2","1297","Overall","Overall","ADDEPEV2","48","48","","","","","",""
"2048516","2012","VA","Virginia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.6","","","15.5","17.8","1181","Overall","Overall","ADDEPEV2","49","49","","","","","",""
"2051155","2012","WA","Washington","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","22.3","","","21.4","23.3","3442","Overall","Overall","ADDEPEV2","50","50","","","","","",""
"2053795","2012","WV","West Virginia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.9","","","19.6","22.2","1123","Overall","Overall","ADDEPEV2","51","51","","","","","",""
"2056580","2012","WI","Wisconsin","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.1","","","14.6","17.6","824","Overall","Overall","ADDEPEV2","52","52","","","","","",""
"2059561","2012","WY","Wyoming","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.0","","","16.3","19.6","1111","Overall","Overall","ADDEPEV2","53","53","","","","","",""
"2062835","2012","GU","Guam","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","9.0","","","7.2","10.8","185","Overall","Overall","ADDEPEV2","56","56","","","","","",""
"2064718","2012","PR","Puerto Rico","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.3","","","15.2","17.4","1072","Overall","Overall","ADDEPEV2","60","60","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","Datasource","","Behavioral Risk Factor Surveillance System","http://www.cdc.gov/brfss","BRFSS","CDC"
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","%","Percent","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","CI","95% Confidence Interval","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","n","“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","N/A","Translates to no data available for a record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","No Data","Translates to no data available for record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","SuggestedCitation","","Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.","https://www.cdc.gov/brfss/brfssprevalence/","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Prevalence Data and Data Analysis Tools","/brfss/data_tools.htm","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Behavioral Risk Factor Surveillance System (BRFSS)","/brfss/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Division of Population Health","/nccdphp/dph/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Survey Data & Documentation","/brfss/data_documentation/index.htm","",""
