"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2927570";"2012";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.4";"";"";"15.1";"17.7";"1080";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2927266";"2012";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"11.4";"";"";"10.3";"12.5";"986";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2927354";"2012";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.9";"";"";"18.0";"21.8";"1173";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2927930";"2012";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.9";"";"";"13.5";"16.3";"863";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2927726";"2012";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.3";"";"";"18.2";"20.5";"1705";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2928008";"2012";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.1";"";"";"15.9";"18.3";"1177";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2927412";"2012";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.5";"";"";"15.6";"17.5";"1934";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2928086";"2012";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.4";"";"";"22.1";"24.7";"2615";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2928271";"2012";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.1";"";"";"15.8";"18.4";"1589";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2928359";"2012";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.1";"";"";"22.0";"24.3";"2205";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
"2928644";"2012";"MD";"Maryland";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.0";"";"";"12.9";"15.0";"2089";"Overall";"Overall";"ADDEPEV2";"23";"23";"";"";"";"";"";""
"2928239";"2012";"MA";"Massachusetts";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.9";"";"";"18.0";"19.8";"4444";"Overall";"Overall";"ADDEPEV2";"24";"24";"";"";"";"";"";""
"2928428";"2012";"MI";"Michigan";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.5";"";"";"19.4";"21.7";"2093";"Overall";"Overall";"ADDEPEV2";"25";"25";"";"";"";"";"";""
"2929025";"2012";"MN";"Minnesota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.0";"";"";"16.1";"18.0";"2265";"Overall";"Overall";"ADDEPEV2";"26";"26";"";"";"";"";"";""
"2928703";"2012";"MS";"Mississippi";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.3";"";"";"17.0";"19.6";"1445";"Overall";"Overall";"ADDEPEV2";"27";"27";"";"";"";"";"";""
"2928499";"2012";"MO";"Missouri";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.9";"";"";"18.5";"21.3";"1399";"Overall";"Overall";"ADDEPEV2";"28";"28";"";"";"";"";"";""
"2929095";"2012";"MT";"Montana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.1";"";"";"18.9";"21.4";"1713";"Overall";"Overall";"ADDEPEV2";"29";"29";"";"";"";"";"";""
"2928772";"2012";"NE";"Nebraska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.8";"";"";"16.0";"17.6";"3099";"Overall";"Overall";"ADDEPEV2";"30";"30";"";"";"";"";"";""
"2928860";"2012";"NV";"Nevada";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.0";"";"";"14.6";"17.5";"851";"Overall";"Overall";"ADDEPEV2";"31";"31";"";"";"";"";"";""
"2928948";"2012";"NH";"New Hampshire";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.9";"";"";"18.4";"21.4";"1485";"Overall";"Overall";"ADDEPEV2";"32";"32";"";"";"";"";"";""
"2929230";"2012";"NJ";"New Jersey";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"12.8";"";"";"12.0";"13.6";"2311";"Overall";"Overall";"ADDEPEV2";"33";"33";"";"";"";"";"";""
"2929416";"2012";"NM";"New Mexico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.7";"";"";"18.6";"20.8";"1819";"Overall";"Overall";"ADDEPEV2";"34";"34";"";"";"";"";"";""
"2929795";"2012";"NY";"New York";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.4";"";"";"13.2";"15.7";"960";"Overall";"Overall";"ADDEPEV2";"35";"35";"";"";"";"";"";""
"2929301";"2012";"NC";"North Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.3";"";"";"16.4";"18.3";"2212";"Overall";"Overall";"ADDEPEV2";"36";"36";"";"";"";"";"";""
"2929486";"2012";"ND";"North Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.1";"";"";"13.6";"16.6";"709";"Overall";"Overall";"ADDEPEV2";"37";"37";"";"";"";"";"";""
"2929963";"2012";"OH";"Ohio";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.9";"";"";"17.9";"19.9";"2587";"Overall";"Overall";"ADDEPEV2";"38";"38";"";"";"";"";"";""
"2929564";"2012";"OK";"Oklahoma";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.9";"";"";"20.6";"23.1";"1802";"Overall";"Overall";"ADDEPEV2";"39";"39";"";"";"";"";"";""
"2929652";"2012";"OR";"Oregon";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.1";"";"";"21.6";"24.7";"1275";"Overall";"Overall";"ADDEPEV2";"40";"40";"";"";"";"";"";""
"2930129";"2012";"PA";"Pennsylvania";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.3";"";"";"17.4";"19.2";"3522";"Overall";"Overall";"ADDEPEV2";"41";"41";"";"";"";"";"";""
"2929731";"2012";"RI";"Rhode Island";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.4";"";"";"18.8";"22.0";"1187";"Overall";"Overall";"ADDEPEV2";"42";"42";"";"";"";"";"";""
"2929915";"2012";"SC";"South Carolina";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.7";"";"";"16.7";"18.7";"2338";"Overall";"Overall";"ADDEPEV2";"43";"43";"";"";"";"";"";""
"2930490";"2012";"SD";"South Dakota";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.3";"";"";"14.1";"16.6";"1215";"Overall";"Overall";"ADDEPEV2";"44";"44";"";"";"";"";"";""
"2930190";"2012";"TN";"Tennessee";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.6";"";"";"18.3";"20.9";"1489";"Overall";"Overall";"ADDEPEV2";"45";"45";"";"";"";"";"";""
"2930764";"2012";"TX";"Texas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.3";"";"";"14.3";"16.3";"1560";"Overall";"Overall";"ADDEPEV2";"46";"46";"";"";"";"";"";""
"2930852";"2012";"UT";"Utah";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.8";"";"";"19.8";"21.7";"2560";"Overall";"Overall";"ADDEPEV2";"47";"47";"";"";"";"";"";""
"2931156";"2012";"VT";"Vermont";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.2";"";"";"20.7";"23.8";"1297";"Overall";"Overall";"ADDEPEV2";"48";"48";"";"";"";"";"";""
"2930632";"2012";"VA";"Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.5";"";"";"15.3";"17.7";"1181";"Overall";"Overall";"ADDEPEV2";"49";"49";"";"";"";"";"";""
"2930331";"2012";"WA";"Washington";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.2";"";"";"21.2";"23.1";"3442";"Overall";"Overall";"ADDEPEV2";"50";"50";"";"";"";"";"";""
"2930710";"2012";"WV";"West Virginia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"20.9";"";"";"19.5";"22.3";"1123";"Overall";"Overall";"ADDEPEV2";"51";"51";"";"";"";"";"";""
"2930410";"2012";"WI";"Wisconsin";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.1";"";"";"14.5";"17.7";"824";"Overall";"Overall";"ADDEPEV2";"52";"52";"";"";"";"";"";""
"2930890";"2012";"WY";"Wyoming";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.8";"";"";"16.1";"19.5";"1111";"Overall";"Overall";"ADDEPEV2";"53";"53";"";"";"";"";"";""
"2930978";"2012";"GU";"Guam";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"9.1";"";"";"7.4";"10.9";"185";"Overall";"Overall";"ADDEPEV2";"56";"56";"";"";"";"";"";""
"2931066";"2012";"PR";"Puerto Rico";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.7";"";"";"14.7";"16.7";"1072";"Overall";"Overall";"ADDEPEV2";"60";"60";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Datasource";"";"Behavioral Risk Factor Surveillance System";"http://www.cdc.gov/brfss";"BRFSS";"CDC"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"%";"Percent";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"CI";"95% Confidence Interval";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"n";"“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"N/A";"Translates to no data available for a record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MeasureDefinitions";"No Data";"Translates to no data available for record.";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SuggestedCitation";"";"Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.";"https://www.cdc.gov/brfss/brfssprevalence/";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Prevalence Data and Data Analysis Tools";"/brfss/data_tools.htm";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Behavioral Risk Factor Surveillance System (BRFSS)";"/brfss/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Division of Population Health";"/nccdphp/dph/index.html";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RelatedLinks";"";"Survey Data & Documentation";"/brfss/data_documentation/index.htm";"";""
