"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"2122173","2013","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.5","","","18.5","20.5","2062","Overall","Overall","ADDEPEV2","17","17","","","","","",""
"2126092","2013","IA","Iowa","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.2","","","18.0","20.4","1518","Overall","Overall","ADDEPEV2","18","18","","","","","",""
"2129505","2013","KS","Kansas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.1","","","17.5","18.7","4386","Overall","Overall","ADDEPEV2","19","19","","","","","",""
"2133433","2013","KY","Kentucky","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.2","","","19.0","21.4","2318","Overall","Overall","ADDEPEV2","20","20","","","","","",""
"2137422","2013","LA","Louisiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.7","","","17.0","20.4","1011","Overall","Overall","ADDEPEV2","21","21","","","","","",""
"2141117","2013","ME","Maine","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","23.4","","","22.2","24.6","1870","Overall","Overall","ADDEPEV2","22","22","","","","","",""
"2144919","2013","MD","Maryland","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.0","","","15.0","16.9","2237","Overall","Overall","ADDEPEV2","23","23","","","","","",""
"2149219","2013","MA","Massachusetts","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.7","","","18.7","20.8","3313","Overall","Overall","ADDEPEV2","24","24","","","","","",""
"2152763","2013","MI","Michigan","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","21.3","","","20.3","22.3","2741","Overall","Overall","ADDEPEV2","25","25","","","","","",""
"2156235","2013","MN","Minnesota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.4","","","17.3","19.6","2801","Overall","Overall","ADDEPEV2","26","26","","","","","",""
"2160281","2013","MS","Mississippi","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.2","","","17.9","20.5","1447","Overall","Overall","ADDEPEV2","27","27","","","","","",""
"2164128","2013","MO","Missouri","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","21.3","","","19.9","22.7","1589","Overall","Overall","ADDEPEV2","28","28","","","","","",""
"2167625","2013","MT","Montana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","21.1","","","19.9","22.3","1996","Overall","Overall","ADDEPEV2","29","29","","","","","",""
"2171532","2013","NE","Nebraska","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.2","","","17.3","19.2","3034","Overall","Overall","ADDEPEV2","30","30","","","","","",""
"2174599","2013","NV","Nevada","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","17.6","","","15.7","19.5","947","Overall","Overall","ADDEPEV2","31","31","","","","","",""
"2178901","2013","NH","New Hampshire","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","22.1","","","20.7","23.4","1416","Overall","Overall","ADDEPEV2","32","32","","","","","",""
"2183376","2013","NJ","New Jersey","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","13.9","","","13.0","14.7","2084","Overall","Overall","ADDEPEV2","33","33","","","","","",""
"2187454","2013","NM","New Mexico","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.5","","","18.4","20.7","1923","Overall","Overall","ADDEPEV2","34","34","","","","","",""
"2191245","2013","NY","New York","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.1","","","15.0","17.2","1498","Overall","Overall","ADDEPEV2","35","35","","","","","",""
"2194806","2013","NC","North Carolina","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.7","","","17.6","19.8","1765","Overall","Overall","ADDEPEV2","36","36","","","","","",""
"2198115","2013","ND","North Dakota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.8","","","15.6","18.1","1243","Overall","Overall","ADDEPEV2","37","37","","","","","",""
"2201642","2013","OH","Ohio","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","20.2","","","19.2","21.3","2591","Overall","Overall","ADDEPEV2","38","38","","","","","",""
"2206319","2013","OK","Oklahoma","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","23.4","","","22.2","24.6","1917","Overall","Overall","ADDEPEV2","39","39","","","","","",""
"2209917","2013","OR","Oregon","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","26.6","","","25.1","28.2","1561","Overall","Overall","ADDEPEV2","40","40","","","","","",""
"2213941","2013","PA","Pennsylvania","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.3","","","17.3","19.2","2146","Overall","Overall","ADDEPEV2","41","41","","","","","",""
"2216880","2013","RI","Rhode Island","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","22.2","","","20.8","23.6","1499","Overall","Overall","ADDEPEV2","42","42","","","","","",""
"2221340","2013","SC","South Carolina","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.6","","","18.5","20.8","2038","Overall","Overall","ADDEPEV2","43","43","","","","","",""
"2224711","2013","SD","South Dakota","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","14.5","","","13.1","15.8","1030","Overall","Overall","ADDEPEV2","44","44","","","","","",""
"2228969","2013","TN","Tennessee","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","19.3","","","17.9","20.8","1233","Overall","Overall","ADDEPEV2","45","45","","","","","",""
"2233140","2013","TX","Texas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.0","","","15.0","17.0","1934","Overall","Overall","ADDEPEV2","46","46","","","","","",""
"2236569","2013","UT","Utah","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","21.9","","","21.0","22.8","2810","Overall","Overall","ADDEPEV2","47","47","","","","","",""
"2239813","2013","VT","Vermont","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","23.2","","","21.8","24.5","1457","Overall","Overall","ADDEPEV2","48","48","","","","","",""
"2243961","2013","VA","Virginia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","16.5","","","15.5","17.5","1540","Overall","Overall","ADDEPEV2","49","49","","","","","",""
"2248183","2013","WA","Washington","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","23.5","","","22.4","24.6","2610","Overall","Overall","ADDEPEV2","50","50","","","","","",""
"2252398","2013","WV","West Virginia","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","22.0","","","20.8","23.2","1384","Overall","Overall","ADDEPEV2","51","51","","","","","",""
"2256083","2013","WI","Wisconsin","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.1","","","16.6","19.7","1106","Overall","Overall","ADDEPEV2","52","52","","","","","",""
"2259483","2013","WY","Wyoming","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.7","","","17.3","20.0","1180","Overall","Overall","ADDEPEV2","53","53","","","","","",""
"2263227","2013","GU","Guam","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","8.7","","","7.1","10.3","172","Overall","Overall","ADDEPEV2","56","56","","","","","",""
"2266693","2013","PR","Puerto Rico","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","BRFSS","%","Crude Prevalence","18.8","","","17.5","20.1","1177","Overall","Overall","ADDEPEV2","60","60","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","Datasource","","Behavioral Risk Factor Surveillance System","http://www.cdc.gov/brfss","BRFSS","CDC"
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","%","Percent","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","CI","95% Confidence Interval","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","n","“Sample Size”. Translates to the number of adult respondents who answered this question, or were assigned to this category based on question responses for a calculated variable, or the number of states included for a median.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","N/A","Translates to no data available for a record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","MeasureDefinitions","No Data","Translates to no data available for record.","","",""
"","","","","","","","","","","","","","","","","","","","","","","SuggestedCitation","","Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. BRFSS Prevalence & Trends Data [online]. 2015.","https://www.cdc.gov/brfss/brfssprevalence/","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Prevalence Data and Data Analysis Tools","/brfss/data_tools.htm","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Behavioral Risk Factor Surveillance System (BRFSS)","/brfss/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Division of Population Health","/nccdphp/dph/index.html","",""
"","","","","","","","","","","","","","","","","","","","","","","RelatedLinks","","Survey Data & Documentation","/brfss/data_documentation/index.htm","",""
